mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.05484961912512629,-0.09576297371794326,0.3238956554625194,0.012089995417445812,0.42267378866025845,0.8931266019758969,0.26416041380110156,-0.058874426270261404,0.9254138447974063
