mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.1715254698862227,0.47906133541769563,1.0743628695100875,-0.0673592214436751,1.2437694565940771,-0.2002862336187484,-5.371655548143838,-0.21859210196155798,0.9433812343397906
