mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.14086573129492494,0.9156650076304993,0.9156650076304993,-0.14086573129492494,1.0195528261552362,0.46542684721553734,-3.281460880774288,-0.17032691093866004,0.9439761062242137
