mape,me,mae,mpe,rmse,corr,minmax,acfe
0.42901534403058117,2.1289295237002945,2.1289295237002945,-0.42901534403058117,2.478456095928954,-0.9794191370205033,-0.9400597981029817,0.9518092469228928
