mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.04502063745858364,0.1740779502046193,0.27597659608473046,-0.029881997369892582,0.3098539248004131,0.9533080123981879,0.6045546093297822,-0.04754909530607976,0.9750502485400319
