mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.07630685393196385,0.22755272686521344,0.46945668267929214,-0.03113848625993721,0.5237263373592055,0.38026531334096403,-0.1297473816801149,-0.08156854232608102,0.9209266889037651
