mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.20213563588997027,-1.3356640313959343,1.3358841883424255,0.20209156237432163,1.733903279888449,0.9136934100367576,-11.382896725127539,-0.20213566603952238,0.9616749899395627
