mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.14809306783729992,0.9554432824691486,0.9554432824691486,-0.14809306783729992,1.0248363277385995,0.9515668280256347,-3.3259504217353273,-0.17798074731855085,0.9225390498601116
