mape,me,mae,mpe,rmse,corr,nse,minmax,acfe
0.11077777253346448,-0.7328479549789876,0.7329293409735955,0.11076147976158471,0.9838613109307925,0.9256936755640096,-2.986945327776522,-0.11077777665008726,0.964923652976292
